Type,Combined_LP100KM,Make_Model
Standard Pick-up Trucks 4WD,11.3154,Honda_RIDGELINE AWD
Standard Pick-up Trucks 4WD,13.3536,NISSAN_TITAN 4WD
Standard Pick-up Trucks 4WD,13.8529,NISSAN_TITAN 4WD PRO-4X
Standard Pick-up Trucks 4WD,11.0731,RAM_1500 4X4
Standard Pick-up Trucks 4WD,12.5212,RAM_1500 4X4
Standard Pick-up Trucks 4WD,13.8182,RAM_1500 4X4
Standard Pick-up Trucks 4WD,12.5757,RAM_1500 Classic 4X4
Standard Pick-up Trucks 4WD,13.9705,RAM_1500 Classic 4X4
Standard Pick-up Trucks 4WD,19.3274,"Roush Industries, Inc._F150 Pickup 4WD"
Standard Pick-up Trucks 4WD,14.837,TOYOTA_TUNDRA 4WD
Standard Pick-up Trucks 4WD,16.2577,TOYOTA_TUNDRA 4WD
Standard Pick-up Trucks 4WD,16.0928,TOYOTA_TUNDRA 4WD FFV
"Vans, Passenger Type",14.6074,Ford_Transit T150 Wagon
"Vans, Passenger Type",15.2213,Ford_Transit T150 Wagon
"Vans, Passenger Type",15.2225,Ford_TRANSIT T150 WAGON FFV
Special Purpose Vehicle 2WD,13.7422,Cadillac_XTS HEARSE
Special Purpose Vehicle 2WD,13.7422,Cadillac_XTS LIMO
Special Purpose Vehicle 2WD,12.8423,Ford_RANGER 2WD INCOMPLETE
Special Purpose Vehicle 2WD,10.5627,Ford_TRANSIT CONNECT USPS
Special Purpose Vehicle 2WD,9.3357,Ford_Transit Connect Van 2WD
Special Purpose Vehicle 2WD,10.5372,Ford_Transit Connect Van 2WD
Special Purpose Vehicle 2WD,9.3357,Ford_TRANSIT CONNECT VAN FFV
Special Purpose Vehicle 2WD,9.1625,Ford_TRANSIT CONNECT WAGON LWB FFV
Special Purpose Vehicle 2WD,9.1625,Ford_Transit Connect Wagon LWB FWD
Special Purpose Vehicle 2WD,10.5926,Ford_Transit Connect Wagon LWB FWD
Special Purpose Vehicle 2WD,10.6904,Mercedes-Benz_Metris (Cargo Van)
Special Purpose Vehicle 2WD,10.517,"Mercedes-Benz_Metris (Cargo Van, LWB)"
Special Purpose Vehicle 2WD,11.4075,Mercedes-Benz_Metris (Passenger Van)
Special Purpose Vehicle 2WD,9.3408,NISSAN_NV200 Cargo Van
Special Purpose Vehicle 2WD,9.7242,NISSAN_NV200 NYC Taxi
Special Purpose Vehicle 2WD,9.8923,RAM_Promaster City
Special Purpose Vehicle 4WD,14.4882,Lincoln_MKT HEARSE AWD
Special Purpose Vehicle 4WD,15.2149,Lincoln_MKT LIMO AWD
Special Purpose Vehicle 4WD,13.0675,Lincoln_MKT LIVERY AWD
Special Purpose Vehicle cab chassis,13.8362,Chevrolet_C10 SILVERADO 2WD CAB CHASSIS
Special Purpose Vehicle cab chassis,14.7009,Chevrolet_C10 SILVERADO 2WD CAB CHASSIS
Special Purpose Vehicle cab chassis,15.2404,Chevrolet_COLORADO CAB CHASSIS 2WD
Special Purpose Vehicle cab chassis,15.681,Chevrolet_K10 SILVERADO 4WD CAB CHASSIS
Special Purpose Vehicle cab chassis,15.681,Chevrolet_K10 SILVERADO 4WD CAB CHASSIS
Special Purpose Vehicle cab chassis,13.8362,GMC_C10 SIERRA 2WD CAB CHASSIS
Special Purpose Vehicle cab chassis,14.7009,GMC_C10 SIERRA 2WD CAB CHASSIS
Special Purpose Vehicle cab chassis,15.2404,GMC_CANYON CAB CHASSIS 2WD
Special Purpose Vehicle cab chassis,15.681,GMC_K10 SIERRA 4WD CAB CHASSIS
Special Purpose Vehicle cab chassis,15.681,GMC_K10 SIERRA 4WD CAB CHASSIS
"Special Purpose Vehicle, minivan 2WD",10.5737,Chrysler_Pacifica
"Special Purpose Vehicle, minivan 2WD",10.6065,Chrysler_Pacifica
"Special Purpose Vehicle, minivan 2WD",11.7949,Dodge_Grand Caravan
"Special Purpose Vehicle, minivan 2WD",11.7949,Dodge_Grand Caravan
"Special Purpose Vehicle, minivan 2WD",10.5227,Honda_ODYSSEY FWD
"Special Purpose Vehicle, minivan 2WD",10.7235,Honda_ODYSSEY FWD
"Special Purpose Vehicle, minivan 2WD",11.4619,KIA MOTORS CORPORATION_Sedona
"Special Purpose Vehicle, minivan 2WD",10.7866,TOYOTA_SIENNA
"Special Purpose Vehicle, minivan 4WD",11.6835,TOYOTA_SIENNA AWD
Small SUV 2WD,10.2267,Acura_MDX FWD
Small SUV 2WD,9.8006,Acura_RDX FWD
Small SUV 2WD,9.9504,Acura_RDX FWD A-SPEC
Small SUV 2WD,9.2873,ALFA ROMEO_Stelvio
Small SUV 2WD,8.7175,Buick_ENCORE
Small SUV 2WD,8.28,Buick_ENCORE
Small SUV 2WD,9.5256,Buick_ENVISION FWD
Small SUV 2WD,8.8811,Cadillac_XT4 FWD
Small SUV 2WD,10.7292,Cadillac_XT5
Small SUV 2WD,9.8917,Chevrolet_BLAZER FWD
Small SUV 2WD,10.6917,Chevrolet_BLAZER FWD
Small SUV 2WD,8.3468,Chevrolet_EQUINOX FWD
Small SUV 2WD,7.4065,Chevrolet_EQUINOX FWD
Small SUV 2WD,9.2725,Chevrolet_EQUINOX FWD
Small SUV 2WD,8.3957,Chevrolet_TRAX
Small SUV 2WD,11.1249,Dodge_Journey
Small SUV 2WD,12.0785,Dodge_Journey
Small SUV 2WD,8.3693,Ford_ECOSPORT FWD
Small SUV 2WD,9.5946,Ford_EDGE FWD
Small SUV 2WD,9.0014,Ford_ESCAPE FWD
Small SUV 2WD,9.5287,Ford_ESCAPE FWD
Small SUV 2WD,9.7399,Ford_ESCAPE FWD
Small SUV 2WD,9.7399,Ford_ESCAPE FWD FFV
Small SUV 2WD,8.4336,GMC_TERRAIN FWD
Small SUV 2WD,7.4065,GMC_TERRAIN FWD
Small SUV 2WD,9.8006,GMC_TERRAIN FWD
Small SUV 2WD,7.7527,Honda_CR-V FWD
Small SUV 2WD,8.2986,Honda_CR-V FWD
Small SUV 2WD,10.7567,Honda_PASSPORT FWD
Small SUV 2WD,10.5225,Honda_PILOT FWD
Small SUV 2WD,10.3609,Honda_PILOT FWD
Small SUV 2WD,7.9708,HYUNDAI MOTOR COMPANY_Kona FWD
Small SUV 2WD,7.8896,HYUNDAI MOTOR COMPANY_Kona FWD
Small SUV 2WD,10.8437,HYUNDAI MOTOR COMPANY_Santa Fe FWD
Small SUV 2WD,9.5599,HYUNDAI MOTOR COMPANY_Santa Fe FWD
Small SUV 2WD,11.4723,HYUNDAI MOTOR COMPANY_Santa Fe XL FWD
Small SUV 2WD,11.9365,HYUNDAI MOTOR COMPANY_Santa Fe XL Ultimate FWD
Small SUV 2WD,9.0846,HYUNDAI MOTOR COMPANY_Tucson FWD
Small SUV 2WD,9.5925,HYUNDAI MOTOR COMPANY_Tucson FWD
Small SUV 2WD,8.8576,INFINITI_QX50
Small SUV 2WD,10.5468,INFINITI_QX60 FWD
Small SUV 2WD,9.1207,Jeep_Cherokee FWD
Small SUV 2WD,9.327,Jeep_Cherokee FWD
Small SUV 2WD,10.2366,Jeep_Cherokee FWD
Small SUV 2WD,9.26,Jeep_Compass 4X2
Small SUV 2WD,8.9888,Jeep_Compass 4X2
Small SUV 2WD,8.7273,Jeep_Renegade 4x2
Small SUV 2WD,9.4568,Jeep_Renegade 4x2
Small SUV 2WD,9.5936,KIA MOTORS CORPORATION_Sorento FWD
Small SUV 2WD,10.93,KIA MOTORS CORPORATION_Sorento FWD
Small SUV 2WD,9.2716,KIA MOTORS CORPORATION_Sportage FE FWD
Small SUV 2WD,10.3744,KIA MOTORS CORPORATION_Sportage FWD
Small SUV 2WD,9.4304,KIA MOTORS CORPORATION_Sportage FWD
Small SUV 2WD,9.5581,LEXUS_NX 300
Small SUV 2WD,10.4011,LEXUS_RX 350
Small SUV 2WD,10.6948,LEXUS_RX 350L
Small SUV 2WD,10.3777,Lincoln_MKC  FWD
Small SUV 2WD,10.2267,Lincoln_NAUTILUS FWD
Small SUV 2WD,10.4592,Lincoln_NAUTILUS FWD
Small SUV 2WD,8.5386,MAZDA_CX-5 2WD
Small SUV 2WD,9.4244,MAZDA_CX-5 2WD
Small SUV 2WD,9.6336,MAZDA_CX-9 2WD
Small SUV 2WD,8.5785,Mercedes-Benz_GLA 250
Small SUV 2WD,9.8165,Mercedes-Benz_GLC 300
Small SUV 2WD,9.0467,Mitsubishi Motors Corporation_ECLIPSE CROSS 2WD
Small SUV 2WD,8.7117,Mitsubishi Motors Corporation_ECLIPSE CROSS ES 2WD
Small SUV 2WD,8.6001,Mitsubishi Motors Corporation_OUTLANDER 2WD
Small SUV 2WD,8.8433,Mitsubishi Motors Corporation_OUTLANDER SPORT 2WD
Small SUV 2WD,9.4086,Mitsubishi Motors Corporation_OUTLANDER SPORT 2WD
Small SUV 2WD,9.4086,Mitsubishi Motors Corporation_OUTLANDER SPORT 2WD
Small SUV 2WD,10.4348,NISSAN_PATHFINDER 2WD
Small SUV 2WD,8.2377,NISSAN_ROGUE FWD
Small SUV 2WD,6.832,NISSAN_ROGUE FWD Hybrid
Small SUV 2WD,10.9129,TOYOTA_HIGHLANDER
Small SUV 2WD,10.2914,TOYOTA_HIGHLANDER
Small SUV 2WD,10.0962,TOYOTA_HIGHLANDER LE/XLE/SE/LTD
Small SUV 2WD,7.7677,TOYOTA_RAV4
Small SUV 2WD,10.4606,Volkswagen_Atlas
Small SUV 2WD,12.1284,Volkswagen_Atlas
Small SUV 2WD,9.4625,Volkswagen_Tiguan
Small SUV 2WD,8.8062,"Volvo Cars of North America, LLC_XC40 FWD"
Small SUV 2WD,9.6516,"Volvo Cars of North America, LLC_XC60 FWD"
Small SUV 4WD,8.7727,Acura_MDX AWD
Small SUV 4WD,10.6619,Acura_MDX AWD
Small SUV 4WD,11.0174,Acura_MDX AWD A-spec
Small SUV 4WD,10.2267,Acura_RDX AWD
Small SUV 4WD,10.2571,Acura_RDX AWD A-SPEC
Small SUV 4WD,9.6349,ALFA ROMEO_Stelvio AWD
Small SUV 4WD,12.4475,ALFA ROMEO_Stelvio AWD
Small SUV 4WD,9.9236,Audi_Q5
Small SUV 4WD,11.4603,Audi_SQ5
Small SUV 4WD,10.38,BMW_X3 M40i
Small SUV 4WD,9.0953,BMW_X3 sDrive30i
Small SUV 4WD,9.555,BMW_X3 xDrive30i
Small SUV 4WD,10.38,BMW_X4 M40i
Small SUV 4WD,9.555,BMW_X4 xDrive30i
Small SUV 4WD,9.1312,Buick_ENCORE AWD
Small SUV 4WD,8.7517,Buick_ENCORE AWD
Small SUV 4WD,10.6506,Buick_ENVISION AWD
Small SUV 4WD,9.9569,Buick_ENVISION AWD
Small SUV 4WD,9.6582,Cadillac_XT4 AWD
Small SUV 4WD,11.2411,Cadillac_XT5 AWD
Small SUV 4WD,11.2733,Chevrolet_BLAZER AWD
Small SUV 4WD,8.6428,Chevrolet_EQUINOX AWD
Small SUV 4WD,7.3927,Chevrolet_EQUINOX AWD
Small SUV 4WD,9.7251,Chevrolet_EQUINOX AWD
Small SUV 4WD,9.1312,Chevrolet_TRAX AWD
Small SUV 4WD,12.4488,Dodge_Journey AWD
Small SUV 4WD,9.0552,FIAT_500X AWD
Small SUV 4WD,9.4086,Ford_ECOSPORT AWD
Small SUV 4WD,10.0328,Ford_EDGE AWD
Small SUV 4WD,11.0722,Ford_EDGE AWD
Small SUV 4WD,9.7025,Ford_ESCAPE AWD
Small SUV 4WD,10.1982,Ford_ESCAPE AWD
Small SUV 4WD,9.0479,GMC_TERRAIN AWD
Small SUV 4WD,7.3927,GMC_TERRAIN AWD
Small SUV 4WD,10.2267,GMC_TERRAIN AWD
Small SUV 4WD,8.0008,Honda_CR-V AWD
Small SUV 4WD,8.7237,Honda_CR-V AWD
Small SUV 4WD,11.2802,Honda_PASSPORT AWD
Small SUV 4WD,11.1256,Honda_PILOT AWD
Small SUV 4WD,10.6652,Honda_PILOT AWD
Small SUV 4WD,8.5617,HYUNDAI MOTOR COMPANY_Kona AWD
Small SUV 4WD,8.5715,HYUNDAI MOTOR COMPANY_Kona AWD
Small SUV 4WD,11.1875,HYUNDAI MOTOR COMPANY_Santa Fe AWD
Small SUV 4WD,10.0585,HYUNDAI MOTOR COMPANY_Santa Fe AWD
Small SUV 4WD,11.7099,HYUNDAI MOTOR COMPANY_Santa Fe XL AWD
Small SUV 4WD,12.6205,HYUNDAI MOTOR COMPANY_Santa Fe XL Ultimate AWD
Small SUV 4WD,10.0823,HYUNDAI MOTOR COMPANY_Tucson AWD
Small SUV 4WD,10.1528,HYUNDAI MOTOR COMPANY_Tucson AWD
Small SUV 4WD,8.9814,INFINITI_QX50 AWD
Small SUV 4WD,10.8431,INFINITI_QX60 AWD
Small SUV 4WD,8.1266,Jaguar_F-Pace
Small SUV 4WD,9.8807,Jaguar_F-Pace
Small SUV 4WD,11.8354,Jaguar_F-Pace
Small SUV 4WD,12.9316,Jaguar_F-Pace
Small SUV 4WD,9.8447,Jaguar_Jaguar E-Pace P250
Small SUV 4WD,10.0405,Jaguar_Jaguar E-Pace P300
Small SUV 4WD,9.766,Jeep_Cherokee 4X4
Small SUV 4WD,9.7272,Jeep_Cherokee 4X4
Small SUV 4WD,10.6001,Jeep_Cherokee 4X4
Small SUV 4WD,10.2156,Jeep_Cherokee 4x4 Active Drive II
Small SUV 4WD,11.0624,Jeep_Cherokee 4x4 Active Drive II
Small SUV 4WD,10.5912,Jeep_Cherokee Trailhawk 4X4
Small SUV 4WD,11.3695,Jeep_Cherokee Trailhawk 4X4
Small SUV 4WD,9.4568,Jeep_Compass 4X4
Small SUV 4WD,9.3948,Jeep_Compass 4X4
Small SUV 4WD,9.203,Jeep_Renegade 4x4
Small SUV 4WD,9.83,Jeep_Renegade 4x4
Small SUV 4WD,9.8692,Jeep_Renegade Trailhawk 4x4
Small SUV 4WD,9.9746,Jeep_Wrangler 4X4
Small SUV 4WD,11.5193,Jeep_Wrangler 4X4
Small SUV 4WD,11.8192,Jeep_Wrangler 4X4
Small SUV 4WD,10.4671,Jeep_Wrangler Unlimited 4X4
Small SUV 4WD,11.5032,Jeep_Wrangler Unlimited 4X4
Small SUV 4WD,12.1622,Jeep_Wrangler Unlimited 4X4
Small SUV 4WD,10.2023,KIA MOTORS CORPORATION_Sorento AWD
Small SUV 4WD,11.2887,KIA MOTORS CORPORATION_Sorento AWD
Small SUV 4WD,11.1352,KIA MOTORS CORPORATION_Sportage AWD
Small SUV 4WD,10.4334,KIA MOTORS CORPORATION_Sportage AWD
Small SUV 4WD,10.529,KIA MOTORS CORPORATION_Sportage FE AWD
Small SUV 4WD,10.4769,Land Rover_Discovery Sport
Small SUV 4WD,10.6354,Land Rover_Discovery Sport Si4
Small SUV 4WD,9.5868,Land Rover_Range Rover Evoque 237HP
Small SUV 4WD,9.9837,Land Rover_Range Rover Evoque 286HP
Small SUV 4WD,9.8336,Land Rover_Range Rover Evoque Cabriolet
Small SUV 4WD,8.5446,Land Rover_Range Rover Velar
Small SUV 4WD,10.1629,Land Rover_Range Rover Velar
Small SUV 4WD,11.618,Land Rover_Range Rover Velar
Small SUV 4WD,9.6459,LEXUS_NX 300 AWD
Small SUV 4WD,9.9307,LEXUS_NX 300 AWD F SPORT
Small SUV 4WD,7.4899,LEXUS_NX 300h AWD
Small SUV 4WD,10.7779,LEXUS_RX 350 AWD
Small SUV 4WD,11.0725,LEXUS_RX 350L AWD
Small SUV 4WD,10.9028,Lincoln_MKC  AWD
Small SUV 4WD,10.9541,Lincoln_MKC  AWD
Small SUV 4WD,11.6369,Lincoln_MKC  AWD
Small SUV 4WD,10.6916,Lincoln_NAUTILUS AWD
Small SUV 4WD,11.0722,Lincoln_NAUTILUS AWD
Small SUV 4WD,8.9622,MAZDA_CX-5 4WD
Small SUV 4WD,9.844,MAZDA_CX-5 4WD
Small SUV 4WD,10.4084,MAZDA_CX-9 4WD
Small SUV 4WD,11.0502,Mercedes-Benz_AMG GLC 43 4MATIC
Small SUV 4WD,11.1826,Mercedes-Benz_AMG GLC 43 4MATIC (coupe)
Small SUV 4WD,12.9838,Mercedes-Benz_AMG GLC 63 4MATIC
Small SUV 4WD,12.7379,Mercedes-Benz_AMG GLC 63 4MATIC (coupe)
Small SUV 4WD,13.2105,Mercedes-Benz_AMG GLC 63 S 4MATIC (coupe)
Small SUV 4WD,8.9696,Mercedes-Benz_GLA 250 4MATIC
Small SUV 4WD,8.9696,Mercedes-Benz_GLA 250 4MATIC
Small SUV 4WD,9.9596,Mercedes-Benz_GLC 300 4MATIC
Small SUV 4WD,10.1629,Mercedes-Benz_GLC 300 4MATIC (Coupe)
Small SUV 4WD,9.2807,Mitsubishi Motors Corporation_ECLIPSE CROSS 4WD
Small SUV 4WD,8.9936,Mitsubishi Motors Corporation_ECLIPSE CROSS ES 4WD
Small SUV 4WD,9.0807,Mitsubishi Motors Corporation_OUTLANDER 4WD
Small SUV 4WD,10.6916,Mitsubishi Motors Corporation_OUTLANDER 4WD
Small SUV 4WD,9.1896,Mitsubishi Motors Corporation_OUTLANDER SPORT 4WD
Small SUV 4WD,9.3265,Mitsubishi Motors Corporation_OUTLANDER SPORT 4WD
Small SUV 4WD,10.6661,NISSAN_PATHFINDER 4WD
Small SUV 4WD,11.2007,NISSAN_PATHFINDER 4WD PLATINUM
Small SUV 4WD,8.5653,NISSAN_ROGUE AWD
Small SUV 4WD,7.2093,NISSAN_ROGUE AWD Hybrid
Small SUV 4WD,8.0546,Subaru_CROSSTREK AWD
Small SUV 4WD,9.376,Subaru_CROSSTREK AWD
Small SUV 4WD,8.2028,Subaru_FORESTER AWD
Small SUV 4WD,8.4738,Subaru_OUTBACK AWD
Small SUV 4WD,10.5394,Subaru_OUTBACK AWD
Small SUV 4WD,8.4005,TOYOTA_RAV4 AWD
Small SUV 4WD,7.7581,TOYOTA_RAV4 AWD
Small SUV 4WD,5.8535,TOYOTA_RAV4 HYBRID AWD
Small SUV 4WD,9.7688,Volkswagen_Tiguan 4Motion
Small SUV 4WD,9.0273,"Volvo Cars of North America, LLC_XC40 AWD"
Small SUV 4WD,10.5333,"Volvo Cars of North America, LLC_XC60 AWD"
Small SUV 4WD,10.3394,"Volvo Cars of North America, LLC_XC60 AWD"
Standard SUV 2WD,11.5136,BMW_X6 sDrive35i
Standard SUV 2WD,11.1135,Buick_ENCLAVE
Standard SUV 2WD,13.6959,Cadillac_ESCALADE 2WD
Standard SUV 2WD,13.371,Chevrolet_C1500 SUBURBAN 2WD
Standard SUV 2WD,13.371,Chevrolet_C1500 SUBURBAN 2WD
Standard SUV 2WD,13.6959,Chevrolet_C1500 SUBURBAN 2WD
Standard SUV 2WD,13.371,Chevrolet_C1500 TAHOE 2WD
Standard SUV 2WD,13.371,Chevrolet_C1500 TAHOE 2WD
Standard SUV 2WD,13.6959,Chevrolet_C1500 TAHOE 2WD
Standard SUV 2WD,10.6916,Chevrolet_TRAVERSE FWD
Standard SUV 2WD,11.1135,Chevrolet_TRAVERSE FWD
Standard SUV 2WD,10.9638,Dodge_Durango RWD
Standard SUV 2WD,13.8981,Dodge_Durango RWD
Standard SUV 2WD,12.0364,Ford_Expedition 2WD
Standard SUV 2WD,12.3797,Ford_Expedition MAX 2WD
Standard SUV 2WD,12.0216,Ford_EXPLORER FFV 2WD
Standard SUV 2WD,10.8125,Ford_EXPLORER FWD
Standard SUV 2WD,12.0216,Ford_EXPLORER FWD
Standard SUV 2WD,12.3797,Ford_Flex FWD
Standard SUV 2WD,10.2267,GMC_ACADIA FWD
Standard SUV 2WD,11.3731,GMC_ACADIA FWD
Standard SUV 2WD,13.371,GMC_C1500 YUKON 2WD
Standard SUV 2WD,13.371,GMC_C1500 YUKON 2WD
Standard SUV 2WD,13.6959,GMC_C1500 YUKON 2WD
Standard SUV 2WD,13.371,GMC_C1500 YUKON XL 2WD
Standard SUV 2WD,13.371,GMC_C1500 YUKON XL 2WD
Standard SUV 2WD,13.6959,GMC_C1500 YUKON XL 2WD
Standard SUV 2WD,14.4698,INFINITI_QX80 2WD
Standard SUV 2WD,10.9638,Jeep_Grand Cherokee 4X2
Standard SUV 2WD,12.225,Lincoln_MKT FWD
Standard SUV 2WD,12.5599,Lincoln_Navigator 2WD
Standard SUV 2WD,13.1356,Lincoln_Navigator L 2WD
Standard SUV 2WD,14.736,NISSAN_ARMADA 2WD
Standard SUV 2WD,12.7632,TOYOTA_4RUNNER 2WD
Standard SUV 2WD,15.8689,TOYOTA_SEQUOIA 2WD
Standard SUV 2WD,9.7145,"Volvo Cars of North America, LLC_XC90 FWD"
Standard SUV 4WD,11.0178,Audi_Q7
Standard SUV 4WD,11.1459,Audi_Q7
Standard SUV 4WD,12.5112,Audi_Q8
Standard SUV 4WD,13.5667,Bentley_Bentayga
Standard SUV 4WD,10.4868,BMW_X5 xDrive40i
Standard SUV 4WD,12.5442,BMW_X5 xDrive50i
Standard SUV 4WD,14.5627,BMW_X6 M
Standard SUV 4WD,11.6295,BMW_X6 xDrive35i
Standard SUV 4WD,12.5442,BMW_X6 xDrive50i
Standard SUV 4WD,10.8002,BMW_X7 xDrive40i
Standard SUV 4WD,13.4424,BMW_X7 xDrive50i
Standard SUV 4WD,11.6686,Buick_ENCLAVE AWD
Standard SUV 4WD,14.1711,Cadillac_ESCALADE 4WD
Standard SUV 4WD,14.3176,Chevrolet_K1500 SUBURBAN 4WD
Standard SUV 4WD,14.3173,Chevrolet_K1500 SUBURBAN 4WD
Standard SUV 4WD,14.6419,Chevrolet_K1500 SUBURBAN 4WD
Standard SUV 4WD,13.5805,Chevrolet_K1500 TAHOE 4WD
Standard SUV 4WD,13.5805,Chevrolet_K1500 TAHOE 4WD
Standard SUV 4WD,13.9464,Chevrolet_K1500 TAHOE 4WD
Standard SUV 4WD,11.6221,Chevrolet_TRAVERSE AWD
Standard SUV 4WD,11.3218,Dodge_Durango AWD
Standard SUV 4WD,14.0943,Dodge_Durango AWD
Standard SUV 4WD,15.557,Dodge_Durango SRT AWD
Standard SUV 4WD,12.4402,Ford_Expedition 4WD
Standard SUV 4WD,13.0675,Ford_Expedition MAX 4WD
Standard SUV 4WD,11.3514,Ford_EXPLORER AWD
Standard SUV 4WD,12.6464,Ford_EXPLORER AWD
Standard SUV 4WD,13.2301,Ford_EXPLORER AWD
Standard SUV 4WD,12.736,Ford_EXPLORER FFV AWD
Standard SUV 4WD,13.8362,Ford_FLEX AWD
Standard SUV 4WD,13.0675,Ford_FLEX AWD
Standard SUV 4WD,10.6916,GMC_ACADIA AWD
Standard SUV 4WD,11.6887,GMC_ACADIA AWD
Standard SUV 4WD,13.5805,GMC_K1500 YUKON 4WD
Standard SUV 4WD,13.5805,GMC_K1500 YUKON 4WD
Standard SUV 4WD,13.9464,GMC_K1500 YUKON 4WD
Standard SUV 4WD,14.3176,GMC_K1500 YUKON XL 4WD
Standard SUV 4WD,14.3173,GMC_K1500 YUKON XL 4WD
Standard SUV 4WD,14.6419,GMC_K1500 YUKON XL 4WD
Standard SUV 4WD,15.681,INFINITI_QX80 4WD
Standard SUV 4WD,11.3218,Jeep_Grand Cherokee 4X4
Standard SUV 4WD,14.0943,Jeep_Grand Cherokee 4X4
Standard SUV 4WD,15.737,Jeep_Grand Cherokee SRT 4x4
Standard SUV 4WD,17.6772,Jeep_Grand Cherokee Trackhawk 4x4
Standard SUV 4WD,16.882,Lamborghini_Urus
Standard SUV 4WD,10.369,Land Rover_Discovery
Standard SUV 4WD,13.2762,Land Rover_Discovery
Standard SUV 4WD,13.0013,Land Rover_Range Rover
Standard SUV 4WD,13.0013,Land Rover_Range Rover LWB
Standard SUV 4WD,15.562,Land Rover_Range Rover LWB SVA
Standard SUV 4WD,9.6462,Land Rover_Range Rover Sport
Standard SUV 4WD,12.3991,Land Rover_Range Rover Sport
Standard SUV 4WD,12.5748,Land Rover_Range Rover Sport
Standard SUV 4WD,14.3074,Land Rover_Range Rover Sport SVR
Standard SUV 4WD,15.0998,Land Rover_Range Rover SV Coupe
Standard SUV 4WD,9.6462,Land Rover_Range Rover SVA
Standard SUV 4WD,12.3991,Land Rover_Range Rover SVA
Standard SUV 4WD,15.0998,Land Rover_Range Rover SVA
Standard SUV 4WD,14.613,LEXUS_GX 460
Standard SUV 4WD,15.8094,LEXUS_LX 570
Standard SUV 4WD,7.9003,LEXUS_RX 450h AWD
Standard SUV 4WD,8.1109,LEXUS_RX 450hL AWD
Standard SUV 4WD,13.8362,Lincoln_MKT AWD
Standard SUV 4WD,13.2983,Lincoln_Navigator 4WD
Standard SUV 4WD,13.7445,MASERATI_LEVANTE
Standard SUV 4WD,15.3128,MASERATI_LEVANTE GTS
Standard SUV 4WD,14.0125,MASERATI_LEVANTE S
Standard SUV 4WD,15.3128,MASERATI_LEVANTE Trofeo
Standard SUV 4WD,16.9899,Mercedes-Benz_AMG G 63
Standard SUV 4WD,12.4194,Mercedes-Benz_AMG GLE 43 4MATIC
Standard SUV 4WD,12.6194,Mercedes-Benz_AMG GLE 43 4MATIC (coupe)
Standard SUV 4WD,16.7167,Mercedes-Benz_AMG GLE 63
Standard SUV 4WD,15.4794,Mercedes-Benz_AMG GLE 63 S
Standard SUV 4WD,15.2654,Mercedes-Benz_AMG GLE 63 S (coupe)
Standard SUV 4WD,15.881,Mercedes-Benz_AMG GLS 63
Standard SUV 4WD,16.2566,Mercedes-Benz_G 550
Standard SUV 4WD,12.0467,Mercedes-Benz_GLE 400 4MATIC
Standard SUV 4WD,12.9162,Mercedes-Benz_GLS 450 4MATIC
Standard SUV 4WD,15.1111,Mercedes-Benz_GLS 550 4MATIC
Standard SUV 4WD,15.4747,NISSAN_ARMADA 4WD
Standard SUV 4WD,11.3769,Porsche_Cayenne
Standard SUV 4WD,11.7855,Porsche_Cayenne S
Standard SUV 4WD,13.8571,Porsche_Cayenne Turbo
Standard SUV 4WD,10.2692,Subaru_ASCENT
Standard SUV 4WD,10.6658,Subaru_ASCENT LIMITED/TOURING
Standard SUV 4WD,13.0886,TOYOTA_4RUNNER 4WD
Standard SUV 4WD,13.0886,TOYOTA_4RUNNER 4WD
Standard SUV 4WD,10.5815,TOYOTA_HIGHLANDER AWD
Standard SUV 4WD,10.6465,TOYOTA_HIGHLANDER AWD
Standard SUV 4WD,10.3678,TOYOTA_HIGHLANDER AWD LE
Standard SUV 4WD,8.2718,TOYOTA_HIGHLANDER HYBRID AWD
Standard SUV 4WD,8.1369,TOYOTA_HIGHLANDER HYBRID AWD LE
Standard SUV 4WD,15.7547,TOYOTA_LAND CRUISER WAGON 4WD
Standard SUV 4WD,16.3302,TOYOTA_SEQUOIA 4WD
Standard SUV 4WD,12.1982,Volkswagen_Atlas 4Motion
Standard SUV 4WD,10.6913,"Volvo Cars of North America, LLC_XC90 AWD"
Standard SUV 4WD,10.3394,"Volvo Cars of North America, LLC_XC90 AWD"
